0.000,1.000
0.000,1.000
0.044,0.956
0.000,1.000
0.000,1.000
0.000,1.000
0.000,1.000
0.000,1.000
0.000,1.000
0.003,0.997
0.000,1.000
0.000,1.000
0.000,1.000
0.000,1.000
0.000,1.000
0.000,1.000
0.000,1.000
0.000,1.000
0.000,1.000
0.000,1.000
1.000,0.000
1.000,0.000
0.000,1.000
0.000,1.000
0.138,0.862
0.000,1.000
0.000,1.000
0.000,1.000
0.000,1.000
0.000,1.000
0.000,1.000
0.000,1.000
0.000,1.000
0.000,1.000
0.000,1.000
0.000,1.000
0.258,0.742
0.000,1.000
0.000,1.000
1.000,0.000
0.973,0.027
0.000,1.000
0.000,1.000
0.000,1.000
0.000,1.000
0.000,1.000
1.000,0.000
0.000,1.000
0.000,1.000
0.000,1.000
0.000,1.000
0.000,1.000
1.000,0.000
0.000,1.000
0.000,1.000
1.000,0.000
1.000,0.000
1.000,0.000
1.000,0.000
1.000,0.000
1.000,0.000
1.000,0.000
0.999,0.001
1.000,0.000
1.000,0.000
1.000,0.000
1.000,0.000
1.000,0.000
1.000,0.000
1.000,0.000
1.000,0.000
1.000,0.000
1.000,0.000
1.000,0.000
1.000,0.000
1.000,0.000
0.359,0.641
1.000,0.000
1.000,0.000
1.000,0.000
0.989,0.011
1.000,0.000
1.000,0.000
1.000,0.000
1.000,0.000
1.000,0.000
1.000,0.000
1.000,0.000
1.000,0.000
1.000,0.000
1.000,0.000
0.996,0.004
1.000,0.000
1.000,0.000
1.000,0.000
1.000,0.000
1.000,0.000
1.000,0.000
1.000,0.000
1.000,0.000
1.000,0.000
1.000,0.000
1.000,0.000
1.000,0.000
1.000,0.000
1.000,0.000
1.000,0.000
1.000,0.000
1.000,0.000
1.000,0.000
1.000,0.000
1.000,0.000
1.000,0.000
1.000,0.000
1.000,0.000
1.000,0.000
1.000,0.000
1.000,0.000
1.000,0.000
1.000,0.000
1.000,0.000
1.000,0.000
1.000,0.000
1.000,0.000
1.000,0.000
0.684,0.316
1.000,0.000
1.000,0.000
1.000,0.000
0.455,0.545
1.000,0.000
1.000,0.000
1.000,0.000
1.000,0.000
1.000,0.000
1.000,0.000
1.000,0.000
0.995,0.005
1.000,0.000
1.000,0.000
1.000,0.000
1.000,0.000
1.000,0.000
1.000,0.000
1.000,0.000
1.000,0.000
1.000,0.000
1.000,0.000
1.000,0.000
1.000,0.000
0.000,1.000
1.000,0.000
1.000,0.000
1.000,0.000
1.000,0.000
1.000,0.000
1.000,0.000
1.000,0.000
1.000,0.000
1.000,0.000
1.000,0.000
0.998,0.002
1.000,0.000
1.000,0.000
1.000,0.000
1.000,0.000
1.000,0.000
1.000,0.000
1.000,0.000
1.000,0.000
1.000,0.000
1.000,0.000

